rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,country_code,country_name,quarter,year
26,spotify:track:75HnDKDqsmEzdOKFWe5FZS,NATHY PELUSO,VIVIR ASÍ ES MORIR DE AMOR,Sony Music Entertainment,24,24,5,1070135,AR,Argentina,Q1,2022
27,spotify:track:2B4GHvToeLTOBB4QLzW3Ni,Farruko,Pepas,Sony Music Latin,3,21,25,1043608,AR,Argentina,Q1,2022
28,spotify:track:4WaopyDgvKQP6T852K9boe,"Alan Gomez, Mesita",MESITA | Mission 05,WM Chile,26,26,10,1036719,AR,Argentina,Q1,2022
29,spotify:track:0XYZhJIcwKNjd0tjbSXwaQ,"Nicki Nicole, Rauw Alejandro",Sabe,Sony Music Latin/DALE PLAY Records,14,25,12,1029021,AR,Argentina,Q1,2022
30,spotify:track:4kELKaXaNP4EQR8Q8xNIID,Trueno,FEEL ME??,2021 Sur Capital Records (por Tierra Agencia),9,28,18,1019766,AR,Argentina,Q1,2022
31,spotify:track:5TMLavqGRKNxgzMBrVpC9R,"zzoilo, Aitana",Mon Amour - Remix,Universal Music Spain S.L.,29,31,17,1018226,AR,Argentina,Q1,2022
32,spotify:track:0Be7sopyKMv8Y8npsUkax2,Sebastian Yatra,Tacones Rojos,UMLE - Latino,32,33,12,1004653,AR,Argentina,Q1,2022
33,spotify:track:1rxX4SkYDqluMJcYSijMSH,"Duki, Justin Quiles, Bizarrap",Unfollow,DALE PLAY Records / SSJ Records,5,30,13,997822,AR,Argentina,Q1,2022
34,spotify:track:6aMgqUHmyLs5vnyaV98HID,Marama,Ya No Llora,Montevideo Music Group,7,29,16,977023,AR,Argentina,Q1,2022
35,spotify:track:2BEcap3xJtmiPaHKyfQi4e,"Rvssian, Rauw Alejandro, Chris Brown",Nostálgico,Sony Music Latin,17,34,18,939950,AR,Argentina,Q1,2022
36,spotify:track:4AKK4j6sYhOO1r6My2qqWO,"Perro Primo, EL NOBA, Al Records",TRUCHO,Kriterio Music,26,32,17,903392,AR,Argentina,Q1,2022
37,spotify:track:7hiAGGyiLaLBTVroaE08hx,Jona Mix,Cosas Malas - Remix,JonaMix,36,36,13,897728,AR,Argentina,Q1,2022
38,spotify:track:5saUoeceT2zau6ScmU77e6,"Big Apple, Damas Gratis, Kaleb Di Masi, Homer El Mero Mero, Omar Varela",Que a Pasao - Remix,1.8M,38,43,2,854126,AR,Argentina,Q1,2022
39,spotify:track:0G2zPzWqVjR68iNPmx2TBe,"Mora, Bad Bunny, Sech",Volando - Remix,Rimas Entertainment LLC,15,42,27,829379,AR,Argentina,Q1,2022
40,spotify:track:2JPLbjOn0wPCngEot2STUS,Bad Bunny,Yonaguni,Rimas Entertainment LLC,3,38,32,829089,AR,Argentina,Q1,2022
41,spotify:track:7iXJg4IUyrWont5YSQrbKP,"Reik, Maria Becerra",Los Tragos,Sony Music México,40,40,7,820958,AR,Argentina,Q1,2022
42,spotify:track:6mmPpaltUZK7xjNlBPQQ0p,"Rauw Alejandro, Chencho Corleone",Desesperados,Sony Music Latin/Duars Entertainment,42,56,5,792209,AR,Argentina,Q1,2022
43,spotify:track:4it6vaFbkGRUaQlwWUMg3v,Maria Becerra,Mi Debilidad,300 Entertainment,3,46,24,780316,AR,Argentina,Q1,2022
44,spotify:track:3rdAz1fbUfZxYgaCviYhRo,Rauw Alejandro,Todo De Ti,Sony Music Latin/Duars Entertainment,1,37,34,769122,AR,Argentina,Q1,2022
45,spotify:track:1FlL8ycld6uVDDyhV7P5FA,Rauw Alejandro,Cúrame,Sony Music Latin/Duars Entertainment,9,44,25,758101,AR,Argentina,Q1,2022
46,spotify:track:2vmfvSoZBFAt9hhRoEByLi,"Aventura, Bad Bunny",Volví,Rimas Entertainment LLC,13,48,24,750241,AR,Argentina,Q1,2022
47,spotify:track:4gzsuuZypVbxs0Af1LSZyB,"Tainy, Bad Bunny, Julieta Venegas",Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Neon16,20,47,15,739493,AR,Argentina,Q1,2022
48,spotify:track:3EcCc1U405tm8yKm1x6Y8W,La K'onga,Te Mentiría,Leader Music,41,41,34,728250,AR,Argentina,Q1,2022
49,spotify:track:6D2TCm4nf5nxAcdGJ7w3QP,"J Balvin, Maria Becerra",Qué Más Pues?,"Sueños Globales, LLC",2,45,33,717787,AR,Argentina,Q1,2022
50,spotify:track:6LBpjWMfy1NUfyxAJbcMRs,"La K'onga, Nahuel Pennisi",Universo Paralelo,Leader Music,50,58,9,717360,AR,Argentina,Q1,2022
1,spotify:track:2gpQi3hbcUAcEG8m2dlgfB,Paulo Londra,Plan A,WEA Latina,1,1,3,3271178,AR,Argentina,Q2,2022
2,spotify:track:1uK5rDY3BnikyG0sl3tPpc,"Sofía Reyes, Maria Becerra",Marte,WEA Latina,2,3,8,1911627,AR,Argentina,Q2,2022
3,spotify:track:6mmPpaltUZK7xjNlBPQQ0p,"Rauw Alejandro, Chencho Corleone",Desesperados,Sony Music Latin/Duars Entertainment,1,2,17,1904444,AR,Argentina,Q2,2022
4,spotify:track:6bQ5823aHmFVKLZW8E7rRo,"Duki, De La Ghetto, Quevedo",Si Quieren Frontear,DALE PLAY Records / SSJ Records,4,-1,1,1886706,AR,Argentina,Q2,2022
5,spotify:track:1O2pcBJGej0pmH2Y9XZMs6,Cris MJ,Una Noche en Medellín,Sonar LLC.,5,7,7,1829468,AR,Argentina,Q2,2022
6,spotify:track:4LRPiXqCikLlN15c3yImP7,Harry Styles,As It Was,Columbia,6,-1,1,1722185,AR,Argentina,Q2,2022
7,spotify:track:6LBpjWMfy1NUfyxAJbcMRs,"La K'onga, Nahuel Pennisi",Universo Paralelo,Leader Music,2,5,21,1707227,AR,Argentina,Q2,2022
8,spotify:track:2Gq636OOGgxCTqEuzCZhsa,"Bizarrap, Tiago PZK","Tiago PZK: Bzrp Music Sessions, Vol. 48/66",DALE PLAY Records,1,4,15,1666157,AR,Argentina,Q2,2022
9,spotify:track:1TpZKxGnHp37ohJRszTSiq,Emilia,cuatro veinte,Sony Music Latin,9,24,2,1567904,AR,Argentina,Q2,2022
10,spotify:track:0ZLkb9lDDlTPwYZPvuGnHB,"Duki, Emilia",Esto Recién Empieza,DALE PLAY Records / SSJ Records,5,6,8,1565322,AR,Argentina,Q2,2022
11,spotify:track:1v5QhGtlv2bkpUz2kAXTCq,"FMK, Maria Becerra",Tranquila,Columbia,3,8,12,1413459,AR,Argentina,Q2,2022
12,spotify:track:63GTuNSVLynH3n3PdqObgd,"TINI, Beéle",Fantasi,Sony Music Latin,5,9,7,1389363,AR,Argentina,Q2,2022
13,spotify:track:5i82o3878xCPNCUK8VIeqX,"Los Ángeles Azules, Nicki Nicole",Otra Noche,Seitrack,10,10,21,1358836,AR,Argentina,Q2,2022
14,spotify:track:0Bv7O6fmZk3GrNQFYJaXPn,"La Pantera, Quevedo, Juseph, BEJO, Cruz Cafuné, ABHIR, EL IMA","Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]",La Pantera,9,11,9,1328967,AR,Argentina,Q2,2022
15,spotify:track:42Gzfqnfpk7Pp1ydM60eNn,Maria Becerra,Felices x Siempre,300 Entertainment,11,12,7,1261894,AR,Argentina,Q2,2022
16,spotify:track:3EcCc1U405tm8yKm1x6Y8W,La K'onga,Te Mentiría,Leader Music,14,15,46,1219218,AR,Argentina,Q2,2022
17,spotify:track:3IAfUEeaXRX9s9UdKOJrFI,Anitta,Envolver,WEA Latina,13,13,5,1196300,AR,Argentina,Q2,2022
18,spotify:track:4TGwERXRlyQtBdggYTHo6j,"Tiago PZK, LIT killah, Maria Becerra, Nicki Nicole",Entre Nosotros (Remix) [con Nicki Nicole],WEA Latina,1,16,14,1159327,AR,Argentina,Q2,2022
19,spotify:track:1ri9ZUkBJVFUdgwzCnfcYs,"Becky G, KAROL G",MAMIII,Kemosabe Records/RCA Records,10,17,8,1154422,AR,Argentina,Q2,2022
20,spotify:track:6P096SaOzrgGxs8NWOfX7M,"Tiago PZK, Trueno",Salimo de Noche,WM Chile,1,18,24,1137877,AR,Argentina,Q2,2022
21,spotify:track:5Us3svqTvNAdnQfEYfoL5g,LIT killah,La Trampa es Ley,WEA Latina,2,14,8,1125981,AR,Argentina,Q2,2022
22,spotify:track:0lJE8f0lx8mUSfMyxeYpiC,"TINI, L-Gante",Bar,Sony Music Latin,1,19,21,1121156,AR,Argentina,Q2,2022
23,spotify:track:7JZ5mOTea5T4LH0UdwCsWx,Duki,TOP 5,DALE PLAY Records / SSJ Records,3,20,19,1018598,AR,Argentina,Q2,2022
24,spotify:track:166qsYi2wR3u6qfg7wrh1r,"Perro Primo, EL NOBA, R Jota, Dj Plaga, DT.Bilardo","Yendo No, Llegando",Kriterio Music,10,22,13,989678,AR,Argentina,Q2,2022
25,spotify:track:7onMf0QvWgRba2MRxG27yj,La K'onga,El Mismo Aire,Leader Music,16,23,69,987919,AR,Argentina,Q2,2022
26,spotify:track:4WaopyDgvKQP6T852K9boe,"Alan Gomez, Mesita",MESITA | Mission 05,WM Chile,21,21,22,977652,AR,Argentina,Q2,2022
27,spotify:track:6lX6l7OuA3qrnIRfdsr0dw,"Blessd, Justin Quiles, Lenny Tavárez",Medallo,WEA Latina,19,25,23,922352,AR,Argentina,Q2,2022
28,spotify:track:1p22yVi9e8DT6BEUvOZ0TL,"Emilia, Rusherking",De Enero a Diciembre,Sony Music Latin,13,27,16,892879,AR,Argentina,Q2,2022
29,spotify:track:2cR9cH9ta7MStHBKs0aOcz,Salastkbron,TITAN,WM Argentina,2,26,19,876511,AR,Argentina,Q2,2022
30,spotify:track:7iXJg4IUyrWont5YSQrbKP,"Reik, Maria Becerra",Los Tragos,Sony Music México,30,33,19,847788,AR,Argentina,Q2,2022
31,spotify:track:3GaGWoU1KfVqgl7vnRHP55,C. Tangana,Demasiadas Mujeres,Sony Music Entertainment,31,34,8,827343,AR,Argentina,Q2,2022
32,spotify:track:5gJuYaon5zaZahQyAd0LVx,"Rusherking, Tiago PZK",NOW,Rusherking,8,29,9,825893,AR,Argentina,Q2,2022
33,spotify:track:1PmKfNsHxPdMaHP496myD3,Salastkbron,TURROMANTIKO,WM Argentina,28,31,10,824740,AR,Argentina,Q2,2022
34,spotify:track:74aGIoQo8pokxzylUTw603,Tiago PZK,Hablando De Love,WEA Latina,29,30,3,812723,AR,Argentina,Q2,2022
35,spotify:track:4xv2A022v5A8nyewDkYOkQ,"Emilia, Tiago PZK",rápido lento,Sony Music Latin,2,32,27,811459,AR,Argentina,Q2,2022
36,spotify:track:1kjs5eR4DMzyB0gm1Z8waV,Trueno,DANCE CRIP,©️ Ⓟ 2022 Sur Capital Records (por Tierra Agencia),3,35,20,794887,AR,Argentina,Q2,2022
37,spotify:track:1fKFxmSByZfjwVSbq0PHye,Ke Personajes,Si No Te Tengo / Ángel / Aquello Que Pasó,Ke Personajes,29,37,30,794046,AR,Argentina,Q2,2022
38,spotify:track:6ylDpki1VpIsc525KC1ojF,Sebastian Yatra,Tacones Rojos,UMLE - Latino,21,36,24,789204,AR,Argentina,Q2,2022
39,spotify:track:0cOa970mzTWAxKtltpkpLc,"TINI, Maria Becerra",Miénteme,Sony Music Latin,1,39,49,760739,AR,Argentina,Q2,2022
40,spotify:track:4RuXJVAsDaF52Z8D6lYRXX,"Callejero Fino, L-Gante, ECKO, Kaleb Di Masi, Fili Wey, Homer El Mero Mero, John C, Papichamp",Pa Tra Rkt - Remix,Callejero Fino,40,71,2,757462,AR,Argentina,Q2,2022
41,spotify:track:1GYJpuLq41vEVKXiHGEY9j,"Emilia, Duki",como si no importara,Sony Music Latin,2,28,39,727246,AR,Argentina,Q2,2022
42,spotify:track:23R68uWGdp07SwQdK8mWzI,"Rusherking, Maria Becerra",Antes de Ti,Rusherking,1,38,26,723278,AR,Argentina,Q2,2022
43,spotify:track:3sVuWmggRqfAK3qk7OIEAz,"MYA, Emilia",BB,Columbia,5,42,19,710212,AR,Argentina,Q2,2022
44,spotify:track:1wcE84DVQUF16xudVFzezL,"Mau y Ricky, Maria Becerra",Mal Acostumbrao - con Maria Becerra,Sony Music Latin,4,40,31,700703,AR,Argentina,Q2,2022
45,spotify:track:4S1KxKOfMg8SbH97TxYqPY,"Kaleb Di Masi, ECKO, Cazzu, Brray, Alan Gomez, DJ Tao",Matatan - Remix,UMLE - Latino,45,45,4,689456,AR,Argentina,Q2,2022
46,spotify:track:5DberPEjKBTY8WTzLgr0zZ,"FMK, Duki",Tu Nombre,Columbia,39,41,4,673939,AR,Argentina,Q2,2022
47,spotify:track:5TMLavqGRKNxgzMBrVpC9R,"zzoilo, Aitana",Mon Amour - Remix,Universal Music Spain S.L.,25,48,29,648192,AR,Argentina,Q2,2022
48,spotify:track:48AJSd42lXpicsGqcgopof,"Daddy Yankee, Bad Bunny",X ÚLTIMA VEZ,Republic Records,48,51,2,642219,AR,Argentina,Q2,2022
49,spotify:track:1UdzJEpgJxtuXAlCOvD4S0,Danny Ocean,Fuera del mercado,Atlantic Records,49,92,2,641319,AR,Argentina,Q2,2022
50,spotify:track:5j3wzSS6z80VEs71O0gysC,"Kaleb Di Masi, Omar Varela",Hace Calor,Wapeo,5,44,17,636806,AR,Argentina,Q2,2022
1,spotify:track:3k3NWokhRRkEPhCzPmV8TW,"Bad Bunny, Bomba Estéreo",Ojitos Lindos,Rimas Entertainment LLC,1,1,9,2448167,AR,Argentina,Q3,2022
2,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,"Bad Bunny, Chencho Corleone",Me Porto Bonito,Rimas Entertainment LLC,2,3,9,2428541,AR,Argentina,Q3,2022
3,spotify:track:7kYbxvrGXv8cmKjkqgqhrw,TINI,La Triple T,Sony Music Latin,1,4,9,2274392,AR,Argentina,Q3,2022
4,spotify:track:1uGdRSOpObu3lp0jvrVREl,Maria Becerra,OJALÁ,300 Entertainment,2,2,6,2273286,AR,Argentina,Q3,2022
5,spotify:track:2rurDawMfoKP4uHyb2kJBt,"Shakira, Rauw Alejandro",Te Felicito,Sony Music Latin,3,5,11,2167614,AR,Argentina,Q3,2022
6,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,Bad Bunny,Tití Me Preguntó,Rimas Entertainment LLC,6,6,9,2163518,AR,Argentina,Q3,2022
7,spotify:track:6Xom58OOXk2SoU711L2IXO,Bad Bunny,Moscow Mule,Rimas Entertainment LLC,1,7,9,2024486,AR,Argentina,Q3,2022
8,spotify:track:5Eax0qFko2dh7Rl2lYs3bx,Bad Bunny,Efecto,Rimas Entertainment LLC,8,9,9,1751991,AR,Argentina,Q3,2022
9,spotify:track:49ev1nUTrNxbjm04jaoL5Z,Duki,Antes de Perderte,DALE PLAY Records / SSJ Records,7,8,5,1577188,AR,Argentina,Q3,2022
10,spotify:track:7dSZ6zGTQx66c2GF91xCrb,KAROL G,PROVENZA,BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO,9,11,11,1463782,AR,Argentina,Q3,2022
11,spotify:track:1uK5rDY3BnikyG0sl3tPpc,"Sofía Reyes, Maria Becerra",Marte,WEA Latina,2,12,21,1430274,AR,Argentina,Q3,2022
12,spotify:track:6ojZtz3sZr6ynvejLOqgCj,"Tiago PZK, Ozuna",Nos Comemos (feat. Ozuna),WEA Latina,9,10,5,1422964,AR,Argentina,Q3,2022
13,spotify:track:67Wqby5IjOMMpIYwqmCYOG,"Emilia, Nicki Nicole",intoxicao,Sony Music Latin,11,14,6,1382403,AR,Argentina,Q3,2022
14,spotify:track:1O2pcBJGej0pmH2Y9XZMs6,Cris MJ,Una Noche en Medellín,Sonar LLC.,4,16,20,1322825,AR,Argentina,Q3,2022
15,spotify:track:4hceSKjrkDTO0nMKFcb3sj,"Bizarrap, Villano Antillano","Villano Antillano: Bzrp Music Sessions, Vol. 51/66",DALE PLAY Records,14,17,4,1308099,AR,Argentina,Q3,2022
16,spotify:track:5aQtcr0PfEtk4FZCz5rLdV,"Emanero, FMK, Rusherking, Estani",BANDIDO,Fifty One,15,15,6,1278974,AR,Argentina,Q3,2022
17,spotify:track:45dlaEXrXW47TVbrQ4gK7E,"Rei, Callejero Fino",Tu Turrito,DALE PLAY Records,17,26,9,1260143,AR,Argentina,Q3,2022
18,spotify:track:77UICuAzXRYuJqdhcy6R3m,Paulo Londra,Luces,WEA Latina,18,-1,1,1228322,AR,Argentina,Q3,2022
19,spotify:track:3UT2CkCgSWjK6h5v5Ye4GH,"Duki, De La Ghetto, Quevedo",Si Quieren Frontear,DALE PLAY Records / SSJ Records,2,13,14,1190350,AR,Argentina,Q3,2022
20,spotify:track:3ushwCdjpWNdSnZgRFU6Oc,Emilia,cuatro veinte,Sony Music Latin,4,19,15,1159603,AR,Argentina,Q3,2022
21,spotify:track:2x8oBuYaObjqHqgGuIUZ0b,WOS,ARRANCÁRMELO,DOGUITO Records / DALE PLAY Records,2,18,14,1153126,AR,Argentina,Q3,2022
22,spotify:track:6mmPpaltUZK7xjNlBPQQ0p,"Rauw Alejandro, Chencho Corleone",Desesperados,Sony Music Latin/Duars Entertainment,1,20,30,1113190,AR,Argentina,Q3,2022
23,spotify:track:41oY4WCTj5kccfesTVFnvN,"Bad Bunny, JHAYCO",Tarot,Rimas Entertainment LLC,17,27,9,1061855,AR,Argentina,Q3,2022
24,spotify:track:6LBpjWMfy1NUfyxAJbcMRs,"La K'onga, Nahuel Pennisi",Universo Paralelo,Leader Music,2,22,34,1051039,AR,Argentina,Q3,2022
25,spotify:track:1txrFHh4XUU3Kp8HcD2TFW,"Luck Ra, Rusherking",Te Mentiría Remix,Sony Music Entertainment Chile S.A,13,21,10,1045743,AR,Argentina,Q3,2022
26,spotify:track:6WZk0S0t6YP414VJz99mWT,Lali,N5,Ariola,26,52,2,1018984,AR,Argentina,Q3,2022
27,spotify:track:0U9OZFbn82oICL2jNbpNHy,"Cazzu, Maria Becerra",Maléfica,Rimas Entertainment LLC.,20,23,7,1017024,AR,Argentina,Q3,2022
28,spotify:track:5JCquuXMmdXNypO32fPb0M,Paulo Londra,Nublado,WEA Latina,28,-1,1,999019,AR,Argentina,Q3,2022
29,spotify:track:2Gq636OOGgxCTqEuzCZhsa,"Bizarrap, Tiago PZK","Tiago PZK: Bzrp Music Sessions, Vol. 48/66",DALE PLAY Records,1,24,28,988055,AR,Argentina,Q3,2022
30,spotify:track:63GTuNSVLynH3n3PdqObgd,"TINI, Beéle",Fantasi,Sony Music Latin,5,29,20,974712,AR,Argentina,Q3,2022
31,spotify:track:5i82o3878xCPNCUK8VIeqX,"Los Ángeles Azules, Nicki Nicole",Otra Noche,Seitrack,10,28,34,964185,AR,Argentina,Q3,2022
32,spotify:track:4tYFy8ALRjIZvnvSLw5lxN,"Bad Bunny, Rauw Alejandro",Party,Rimas Entertainment LLC,17,32,9,963809,AR,Argentina,Q3,2022
33,spotify:track:6DoL1yYIwEW7VZMRaJhoJI,"Chris Jedi, Anuel AA, Chencho Corleone, Ñengo Flow",La Llevo Al Cielo (Ft. Ñengo Flow),UMLE - Latino,32,35,7,930772,AR,Argentina,Q3,2022
34,spotify:track:3yeFTYLMz4nOtyPXWEMKsW,TINI,Carne y Hueso,Sony Music Latin,13,31,7,916477,AR,Argentina,Q3,2022
35,spotify:track:7FlQk2gJ6TBrHHiidvdR2O,"Becky G, KAROL G",MAMIII,Kemosabe Records/RCA Records/Sony Music Latin,10,36,21,900172,AR,Argentina,Q3,2022
36,spotify:track:4TGwERXRlyQtBdggYTHo6j,"Tiago PZK, LIT killah, Maria Becerra, Nicki Nicole",Entre Nosotros (Remix) [con Nicki Nicole],WEA Latina,1,33,27,880597,AR,Argentina,Q3,2022
37,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,6,30,14,849937,AR,Argentina,Q3,2022
38,spotify:track:75FEaRjZTKLhTrFGsfMUXR,Kate Bush,Running Up That Hill (A Deal With God),Fish People,38,55,6,818514,AR,Argentina,Q3,2022
39,spotify:track:2IzV2SPZQLadtA46ni3ICq,"Zion & Lennox, Maria Becerra",Berlin,WEA Latina,39,-1,1,816377,AR,Argentina,Q3,2022
40,spotify:track:0cOa970mzTWAxKtltpkpLc,"TINI, Maria Becerra",Miénteme,Sony Music Latin,1,42,62,789241,AR,Argentina,Q3,2022
41,spotify:track:42Gzfqnfpk7Pp1ydM60eNn,Maria Becerra,Felices x Siempre,300 Entertainment,11,37,20,784587,AR,Argentina,Q3,2022
42,spotify:track:1v5QhGtlv2bkpUz2kAXTCq,"FMK, Maria Becerra",Tranquila,Columbia,3,38,25,777418,AR,Argentina,Q3,2022
43,spotify:track:2gpQi3hbcUAcEG8m2dlgfB,Paulo Londra,Plan A,WEA Latina,1,39,16,776671,AR,Argentina,Q3,2022
44,spotify:track:6HXvazdtAr9hy0kThzxrE3,"Oscu, Nobeat",Numero 1,1.8M,22,41,14,775600,AR,Argentina,Q3,2022
45,spotify:track:69n1Bh7n79MXbA9XqH4MfM,Duki,Perreo Bendito,DALE PLAY Records / SSJ Records,25,25,2,775272,AR,Argentina,Q3,2022
46,spotify:track:0lJE8f0lx8mUSfMyxeYpiC,"TINI, L-Gante",Bar,Sony Music Latin,1,40,34,775166,AR,Argentina,Q3,2022
47,spotify:track:2uky0VCI2EZni0nArOPznM,"Bizarrap, Paulo Londra","Paulo Londra: Bzrp Music Sessions, Vol. 23/66",DALE PLAY Records,1,46,11,757596,AR,Argentina,Q3,2022
48,spotify:track:3ehHqgYRzmeUi345MfHS2N,"Morat, Duki",París,Universal Music Spain S.L.,26,44,7,742887,AR,Argentina,Q3,2022
49,spotify:track:5CzixCxDkRXX9mScCmah8O,Bad Bunny,Un Ratito,Rimas Entertainment LLC,23,45,9,711124,AR,Argentina,Q3,2022
50,spotify:track:0OTNHGKcqQbk51bOYe462Y,"Polimá Westcoast, Pailita",ULTRA SOLO,Sony Music Entertainment Chile S.A,29,47,10,710940,AR,Argentina,Q3,2022
1,spotify:track:5ww2BF9slyYgNOk37BlC4u,Manuel Turizo,La Bachata,Sony Music Latin/La Industria,1,1,18,4181715,AR,Argentina,Q4,2022
2,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,"Bizarrap, Quevedo","Quevedo: Bzrp Music Sessions, Vol. 52/66",DALE PLAY Records,1,2,15,3509173,AR,Argentina,Q4,2022
3,spotify:track:45dlaEXrXW47TVbrQ4gK7E,"Rei, Callejero Fino",Tu Turrito,DALE PLAY Records,3,3,23,3204674,AR,Argentina,Q4,2022
4,spotify:track:3Ne5uYDFzHEFYAPbaBMIck,Maria Becerra,AUTOMÁTICO,300 Entertainment,4,4,5,2815141,AR,Argentina,Q4,2022
5,spotify:track:53tfEupEzQRtVFOeZvk7xq,ROSALÍA,DESPECHÁ,Columbia,3,5,11,2760311,AR,Argentina,Q4,2022
6,spotify:track:12BLBKATlbWXPhuSNL8eAr,"Alan Gomez, Callejero Fino",CALLEJERO FINO | Mission 10,WM Chile,6,6,6,2248517,AR,Argentina,Q4,2022
7,spotify:track:2GVahxIzxivfRZc8lR39Ms,"Rei, Quevedo",FERNET,DALE PLAY Records,7,7,19,2002554,AR,Argentina,Q4,2022
